idx,hypothesis,declarative,label,ref_id,url,ref_txt,doi,title,abstract_collected,file
50,DOES PARENTAL OVERPROTECTION HAS A POSITIVE EFFECT ON MENTAL HEALTH OUTCOMES?,PARENTAL OVERPROTECTION HAS A POSITIVE EFFECT ON MENTAL HEALTH OUTCOMES,CONTRADICT,rId119,https://doi.org/10.1016/j.janxdis.2014.09.007,"Thompson-Hollands, J., Kerns, C. E., Pincus, D. B., & Comer, J. S. (2014).",https://doi.org/10.1016/j.janxdis.2014.09.007,"Parental accommodation of child anxiety and related symptoms: Range, impact, and correlates","Parental accommodation--i.e., changes in parents' behavior in attempts to prevent or reduce child distress--has been most studied in relation to OCD. Although recent work suggests parents of children with non-OCD anxiety diagnoses also engage in accommodation, little is known about the specific forms, correlates, and associated interference of such accommodation. The present study examined the range and associated interference of parental accommodation behaviors using the newly developed Family Accommodation Checklist and Interference Scale (FACLIS) in a sample of the parents of 71 clinic-referred children with anxiety disorders (NMothers-68; NFathers-51). The FACLIS demonstrated good reliability and validity. Ninety-seven percent of mothers and 88% of fathers reported engaging in at least one type of accommodation in the previous two weeks, with parents reporting an average of roughly 4 interfering parental accommodation behaviors. Greater parental accommodation and associated interference were associated with higher maternal distress. Among the anxiety disorders, accommodation was most strongly associated with generalized and separation anxiety disorder, as well as specific phobias. Findings (a) offer psychometric support for the FACLIS as a reliable and valid tool for the assessment of accommodation range and impact, and (b) help clarify the considerable scope and interference associated with parental accommodation of childhood anxiety.",Free Play and Mental Health Collaborative Review
299,IS THERE A CONCERN ABOUT SOCIAL MEDIA OR SCREEN TIME?,THERE IS A CONCERN ABOUT SOCIAL MEDIA OR SCREEN TIME,ENTAIL,rId629,https://doi.org/10.1089/cyber.2021.0324,"Lambert, Barnstable, Minter, Cooper, & McEwan (2022).",https://doi.org/10.1089/cyber.2021.0324,,"The present study aimed to understand the effects of a 1-week break from social media (SM) (Facebook, Instagram, Twitter, and TikTok) on well-being, depression, and anxiety compared with using SM as usual. We also aimed to understand whether time spent on different SM platforms mediates the relationship between SM cessation and well-being, depression, and anxiety. We randomly allocated 154 participants (mean age of 29.6 years) to either stop using SM (Facebook, Twitter, Instagram, and TikTok) for 1 week or continue to use SM as usual. At a 1-week follow-up, significant between-group differences in well-being (mean difference [MD] 4.9, 95% confidence interval [CI] 3.0-6.8), depression (MD -2.2, 95% CI -3.3 to -1.1), and anxiety (MD -1.7, 95% CI -2.8 to -0.6) in favor of the intervention group were observed, after controlling for baseline scores, age, and gender. The intervention effect on well-being was partially mediated by a reduction in total weekly self-reported minutes on SM. The intervention effect on depression and anxiety was partially mediated by a reduction in total weekly self-reported minutes on Twitter and TikTok, and TikTok alone, respectively. The present study shows that asking people to stop using SM for 1 week leads to significant improvements in well-being, depression, and anxiety. Future research should extend this to clinical populations and examine effects over the longer term.",Social Media and Mental Health
18,IS THERE A POSITIVE ASSOCIATION BETWEEN DIGITAL GAMBLING AND MENTAL HEALTH OUTCOMES INCLUDING AGGRESSION AND RISKY BEHAVIOR?,THERE IS A POSITIVE ASSOCIATION BETWEEN DIGITAL GAMBLING AND MENTAL HEALTH OUTCOMES INCLUDING AGGRESSION AND RISKY BEHAVIOR,CONTRADICT,rId47,https://doi.org/10.1556/2006.5.2016.067,"King, Russell, Gainsbury, Delfabbro, & Hing (2016).",https://doi.org/10.1556/2006.5.2016.067,The cost of virtual wins: An examination of gambling-related risks in youth who spend money on social casino games,"Background and aims Social casino games (SCGs) are not technically considered a form of gambling but they do enable players to spend money in a game that is gambling themed or structurally approximate to gambling. It has been theorized that SCGs could be a gateway to gambling activities or otherwise normalize the experience of gambling for young people, particularly when money becomes involved. The aim of this study was to investigate whether adolescents financial expenditure in SCGs was associated with broader gambling activity, including level of participation, expenditure, and problem gambling symptoms. Methods An online survey was administered to 555 adolescents, including 130 SCG players (78 non-paying and 52 paying users). Results Paying SCG users tended to be employed males who play more frequently and engage in more SCG activities, who report more symptoms of problem gambling and higher psychological distress than non-paying SCG users. Paying SCG users reported more frequent engagement and spending in monetary gambling activities, and two-thirds of SCG payers recalled that their SCG use had preceded involvement in financial gambling. Discussion and conclusions Spending in simulated gambling activities by adolescents may be a risk factor for problem gambling. Although SCGs may currently defy classification as a form of gambling, these activities will likely continue to be scrutinized by regulators for the use of dubious or exploitative payment features offered in a gambling-themed format that is available to persons of all ages.",Digital Gambling and Adolescent Health A Collaborative Review
25,IS THERE A POSITIVE ASSOCIATION BETWEEN PORNOGRAPHY USE AND MENTAL HEALTH OUTCOMES INCLUDING AGGRESSION AND RISKY BEHAVIOR?,THERE IS A POSITIVE ASSOCIATION BETWEEN PORNOGRAPHY USE AND MENTAL HEALTH OUTCOMES INCLUDING AGGRESSION AND RISKY BEHAVIOR,CONTRADICT,rId70,https://utpjournals.press/doi/10.3138/cjhs.242-A6,"Baer, Kohut, Fisher (2015).",https://doi.org/10.3138/cjhs.242-A6,Is pornography use associated with anti-woman sexual aggression? Re-examining the Confluence Model with third variable considerations,"The Confluence Model of sexual aggression (Malamuth, Addison, & Koss, 2000) states that pornography use, thought to promote sexual coercion of women through presentation of submissive female imagery, works in conjunction with sexual promiscuity (SP) and hostile masculinity (HM), proposed sexual aggression risk factors, to produce anti-woman sexual aggression. An Internet based survey (N=183 adult males) replicated results of previous Confluence Model research, such that men who were high in HM and SP were more likely to report sexual coercion when they frequently, rather than infrequently, used pornography. Exploring new ground, this study also found that HM and SP together were strong predictors of consumption of violent sexual media, in comparison to non-violent sexual media, which suggests that men at high risk of sexual aggression consume different types of sexual material than men at low risk. Further, individual differences in sex drive were found to account for the effects previously attributed to pornography use in statistical tests of the Confluence Model. In the light of third variable considerations, these findings warrant a careful reappraisal of the Confluence Model's assertion that pornography use is a causal determinant of anti-woman sexual aggression. ",Porn Use and Adolescent Health A Collaborative Review
41,IS THERE AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES?,THERE IS AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES,ENTAIL,rId159,https://link.springer.com/article/10.1186/s12889-022-13409-0,"Lee, Jin Jeon, Kang, Shin, Jung, & Jae Jung (2022).",https://doi.org/10.1186/s12889-022-13409-0,,"Abstract Background Public isolated due to the early quarantine regarding coronavirus disease 2019 (COVID-19) increasingly used more social media platforms. Contradictory claims regarding the effect of social media use on mental health needs to be resolved. The purpose of the study was to summarise the association between the time spent on social media platform during the COVID-19 quarantine and mental health outcomes (i.e., anxiety and depression). Methods Studies were screened from the PubMed, Embase, and Cochrane Library databases. Regarding eligibility criteria, studies conducted after the declaration of the pandemic, studies that measured mental health symptoms with validated tools, and studies that presented quantitative results were eligible. The studies after retrieval evaluated the association between time spent on social media platform and mental health outcomes (i.e. anxiety and depression). The pooled estimates of retrieved studies were summarised in odds ratios (ORs). Data analyses included a random-effect model and an assessment of inter-study heterogeneity. Quality assessment was conducted by two independent researchers using the Risk of Bias Assessment Tool for Nonrandomized Studies (RoBANS). This meta-analysis review was registered in PROSPERO (<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://www.crd.york.ac.uk/PROSPERO/"">https://www.crd.york.ac.uk/PROSPERO/</jats:ext-link>, registration No CRD42021260223, 15 June 2021). Results Fourteen studies were included. The increase in the time spent using social media platforms were associated with anxiety symptoms in overall studies (pooled OR=1.55, 95% CI: 1.301.85), and the heterogeneity between studies was mild (I2=26.77%). Similarly, the increase in social media use time was also associated with depressive symptoms (pooled OR=1.43, 95% CI: 1.301.85), and the heterogeneity between studies was moderate (I2=67.16%). For sensitivity analysis, the results of analysis including only the High quality studies after quality assessment were similar to those of the overall study with low heterogeneity (anxiety: pooled OR=1.45, 95% CI: 1.211.96, I2=0.00%; depression: pooled OR=1.42, 95% CI: 0.692.90, I2=0.00%). Conclusions The analysis demonstrated that the excessive time spent on social media platform was associated with a greater likelihood of having symptoms of anxiety and depression.",Social Media and Mental Health
51,IS THERE AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES?,THERE IS AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES,ENTAIL,rId177,https://doi.org/10.1177/00332941221139995,Atwal (2022).,https://doi.org/10.1177/00332941221139995,,"As screens have become ubiquitous in modern-day society, investigating the effects of high screen time on mental health is highly warranted. In the past decade, many studies have determined that higher levels of screen time engagement are associated with adverse mental health outcomes like anxiety and depression. However, the nature of the relationship between screen time and mental health requires further investigation to gain a better understanding of its mechanisms and properties. The purpose of this study is to utilize a nationally representative data set to (1) examine how factors like sex, age, and socioeconomic status moderate the relationship between screen time and mental health in Canadian youth and (2) determine whether this relationship supports the Goldilocks hypothesis or an exposure-response curve. It was hypothesized that (1) young, female, lower socioeconomic status individuals will be more strongly associated with poor mental health, and that (2) mental health will peak at low screen time usage, therefore, supporting an exposure-response curve. A series of moderation analyses concluded that young, male, lower socioeconomic status individuals strongly moderated the relationship between screen time and poor mental health compared to their counterparts. Furthermore, three out of the four mental health (presence of mood disorder, presence of anxiety disorder, and depression severity) measures peaked at an average of 12 hours and 19 minutes of screen time per week, hence, supporting the exposure-response curve.",Social Media and Mental Health
45,IS THERE A RISE IN RECENT YEARS IN TEEN SELF HARM AND SUICIDE ATTEMPTS?,THERE IS A RISE IN RECENT YEARS IN TEEN SELF HARM AND SUICIDE ATTEMPTS,ENTAIL,rId191,https://jamanetwork.com/journals/jama/fullarticle/2664031,"Mercado, Holland, Leemis, Stone, & Wang (2017)",https://doi.org/10.1001/jama.2017.13317,"Trends in Emergency Department Visits for Nonfatal Self-inflicted Injuries Among Youth Aged 10 to 24 Years in the United States, 2001-2015","In the United States, youth have the highest burden of nonfatal self-inflicted injury (ie, deliberate physical harm against oneself, inclusive of suicidal and nonsuicidal intent) requiring medical attention.1 One study found that emergency department (ED) visits for these injuries during the 1993 to 2008 period varied by age group, ranging from 1.1 to 9.6 per 1000 ED visits, with adolescents aged 15 to 19 years exhibiting the highest rates.1 Self-inflicted injury is one of the strongest risk factors for suicide�the second-leading cause of death among those aged 10 to 24 years during 2015.2 This study examined trends in nonfatal self-inflicted injuries treated in hospital EDs among US children, adolescents, and young adults aged 10 to 24 years (hereafter referred to as youth).",Adolescent mood disorders since 2010
54,IS THERE AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES?,THERE IS AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES,ENTAIL,rId184,https://doi.org/10.1177/17455057221141292,"Brailovskaia, Krasavtseva, Kochetkov, Tour, & Margraf (2022).",https://doi.org/10.1177/17455057221141292,,"Background: Women who belong to the age group emerging adulthood (18 to 29 years) are vulnerable to mental health issues and suicide-related outcomes. Objectives: This study investigated potential predictors of suicide-related outcomes in females emerging adulthood and compared them to older women. Design and Methods: Data of 2537 women from Russia (group 18 to 29 years: n=1123; group &gt;29 years: n=1414) on lifetime suicide-related outcomes, (problematic) social media use, daily stress, depression and anxiety symptoms, and positive mental health were assessed via online cross-sectional surveys. Results: The younger group spent significantly more time on social media use than the older group. It had significantly higher levels of daily stress, problematic social media use, depression and anxiety symptoms, and suicide-related outcomes. The older group showed significantly higher levels of positive mental health. Only in the younger group, problematic social media use significantly mediated the relationship between daily stress and suicide-related outcomes in a moderated mediation analysis. Positive mental health significantly moderated the association between problematic social media use and suicide-related outcomes. Specifically, the higher the positive mental health level, the less close the link between both variables. Conclusion: The current results reveal that young women in Russia could be at enhanced risk for daily stress, problematic social media use, and low levels of mental health. The interaction between these variables could foster suicide-related outcomes. Public governmental communication in Russia should call attention to potential negative impact of intensive social media use.",Social Media and Mental Health
146,DOES SOCIAL MEDIA STRENGTHEN POPULIST MOVEMENTS?,SOCIAL MEDIA STRENGTHENS POPULIST MOVEMENTS,ENTAIL,rId259,https://doi.org/10.1080/1369118X.2021.1907435,"Schumann, Thomas, Ehrke, Bertlich, & Dupont (2021).",https://doi.org/10.1080/1369118X.2021.1907435,,"ABSTRACT Citizens around the world increasingly express support for populism. Here, we apply the reinforcing spirals model to examine whether, and how, social media news use shapes populist attitudes over time. Specifically, we assess if using social media as a news source serves to maintain existing populist attitudes or facilitates a shift in attitudes to a more extreme position. A cross-sectional survey (N 1=195) highlighted a positive correlation between social media news use and populist attitudes. A four-wave longitudinal survey (N 2=386) further showed that this relationship reflects media and selection effects. Over a period of three months, more frequent social media news use predicted stronger populist attitudes at subsequent measuring points. In addition, higher levels of populist attitudes were related to more frequent social media news consumption in the following waves. However, the frequency of social media news use did not change over time and populist attitudes did not become stronger during the study period. Taken together, the findings indicate that social media news use contributed to the maintenance of populist attitudes at a stable level. There is no evidence to suggest social media news use predicted more extreme populist attitudes. We discuss these results with respect to the (potentially continued) rise of populism; we also critically reflect on the phenomenon of attitude polarization online.",Social Media and Political Dysfunction
38,DO SMARTPHONES POSITIVELY IMPACT COGNITIVE PERFORMANCE AND DEVELOPMENT?,SMARTPHONES POSITIVELY IMPACT COGNITIVE PERFORMANCE AND DEVELOPMENT,CONTRADICT,rId93,https://doi.org/10.1002/acp.3323,"Lee, Kim, McDonough, Mendoza, & Kim (2017).",https://doi.org/10.1002/acp.3323,The Effects of Cell Phone Use and Emotion-regulation Style on College Students' Learning,"Summary Cell phones are becoming an inevitable part of the classroom, but extant research suggests that using cell phones in the classroom impairs academic performance. The present study examined the impact of different cell phone policies on learning and emotion-regulation style. Participants were randomly assigned to one of four experimental conditions: cell phone usage allowed, cell phone possession allowed but without usage, cell phones removed, and a no-instruction control group. All participants watched a 20-minute lecture and were sent text messages to mimic classroom distractions. Afterward, participants took a multiple-choice test and filled out questionnaires assessing their level of obsessiveness, nomophobia, and mindfulness. Participants who had their cell phone taken away performed best on the test with no other differences. None of the emotional-regulation measures moderated the results. These findings provide important insight as to how cell phone policies can optimize learning in the classroom. ",Phone-Free Schools A Collaborative Review
107,DOES SOCIAL MEDIA USE AT TIME T1 EFFECT MENTAL HEALTH OUTCOMES AT TIME T2?,SOCIAL MEDIA USE AT TIME T1 EFFECTS MENTAL HEALTH OUTCOMES AT TIME T2,ENTAIL,rId262,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-018-5220-4,"Booker, Kelly, & Sacker (2018)",https://doi.org/10.1186/s12889-018-5220-4,,"Adolescents are among the highest consumers of social media while research has shown that their well-being decreases with age. The temporal relationship between social media interaction and well-being is not well established. The aim of this study was to examine whether the changes in social media interaction and two well-being measures are related across ages using parallel growth models. Data come from five waves of the youth questionnaire, 10-15 years, of the Understanding Society, the UK Household Longitudinal Study (pooled n = 9859). Social media interaction was assessed through daily frequency of chatting on social websites. Well-being was measured by happiness with six domains of life and the Strengths and Difficulties Questionnaire. Findings suggest gender differences in the relationship between interacting on social media and well-being. There were significant correlations between interacting on social media and well-being intercepts and between social media interaction and well-being slopes among females. Additionally higher social media interaction at age 10 was associated with declines in well-being thereafter for females, but not for males. Results were similar for both measures of well-being. High levels of social media interaction in early adolescence have implications for well-being in later adolescence, particularly for females. The lack of an association among males suggests other factors might be associated with their reduction in well-being with age. These findings contribute to the debate on causality and may inform future policy and interventions.",Social Media and Mental Health
22,IS THERE AN ASSOCIATION BETWEEN VIDEO GAME USE AND MENTAL HEALTH OUTCOMES INCLUDING AGGRESSION AND RISKY BEHAVIOR?,THERE IS AN ASSOCIATION BETWEEN VIDEO GAME USE AND MENTAL HEALTH OUTCOMES INCLUDING AGGRESSION AND RISKY BEHAVIOR,INCONCLUSIVE,rId88,https://doi.org/10.1038/nrn3135,"Bavelier, Green, Han, Renshaw, Merzenich, & Gentile (2011).",https://doi.org/10.1038/nrn3135,Brains on video games,"The popular press is replete with stories about the effects of video and computer games on the brain. Sensationalist headlines claiming that video games 'damage the brain' or 'boost brain power' do not do justice to the complexities and limitations of the studies involved, and create a confusing overall picture about the effects of gaming on the brain. Here, six experts in the field shed light on our current understanding of the positive and negative ways in which playing video games can affect cognition and behaviour, and explain how this knowledge can be harnessed for educational and rehabilitation purposes. As research in this area is still in its early days, the contributors of this Viewpoint also discuss several issues and challenges that should be addressed to move the field forward.",Video Game Use and Adolescent Health A Collaborative Review
134,DOES SOCIAL MEDIA ENABLE FOREIGN GOVERNMENTS TO INCREASE POLITICAL DYSFUNCTION IN THE UNITED STATES AND OTHER DEMOCRACIES? ,SOCIAL MEDIA ENABLES FOREIGN GOVERNMENTS TO INCREASE POLITICAL DYSFUNCTION IN THE UNITED STATES AND OTHER DEMOCRACIES,INCONCLUSIVE,rId241,https://doi.org/10.1177/1065912920938143,"McKay, & Tenove (2021).",https://doi.org/10.1177/1065912920938143,,"It is frequently claimed that online disinformation threatens democracy, and that disinformation is more prevalent or harmful because social media platforms have disrupted our communication systems. These intuitions have not been fully developed in democratic theory. This article builds on systemic approaches to deliberative democracy to characterize key vulnerabilities of social media platforms that disinformation actors exploit, and to clarify potential anti-deliberative effects of disinformation. The disinformation campaigns mounted by Russian agents around the United States 2016 election illustrate the use of anti-deliberative tactics, including corrosive falsehoods, moral denigration, and unjustified inclusion. We further propose that these tactics might contribute to the system-level anti-deliberative properties of epistemic cynicism, techno-affective polarization, and pervasive inauthenticity. These harms undermine a politys capacity to engage in communication characterized by the use of facts and logic, moral respect, and democratic inclusion. Clarifying which democratic goods are at risk from disinformation, and how they are put at risk, can help identify policies that go beyond targeting the architects of disinformation campaigns to address structural vulnerabilities in deliberative systems.",Social Media and Political Dysfunction
253,IS SOCIAL MEDIA LINKED TO IMPAIRED SLEEP,SOCIAL MEDIA IS LINKED TO IMPAIRED SLEEP,ENTAIL,rId530,https://www.sciencedirect.com/science/article/abs/pii/S1389945719302886?via%3Dihub,"Hisler, Twenge, & Krizan (2019)",https://doi.org/10.1016/j.sleep.2019.08.007,,"Abstract Study objectives   Different types of electronic screen media have repeatedly been linked to impaired sleep; yet, how different uses of electronic media are linked to sleep has received much less attention. Currently, the role of chronotype in these associations is understudied. To address these gaps, this study examined how different uses of screen media are linked to sleep, and whether these associations were accounted for or differed across chronotype.       Methods   Data were from 11,361 children aged 13 to 15 from the United Kingdom who participated in the 2015 wave of the Millennium Cohort Study.       Results   Heavy use of screen media was associated with shorter sleep duration, longer sleep latency, and more mid-sleep awakenings. The strongest associations emerged for using screen media to engage in social media or to use the internet. Overall, these associations were weakened, but remained after controlling for chronotype and tended to be the strongest amongst robins (children with an intermediate chronotype).       Conclusions   Spending too much time on electronic devices is associated with multiple dimensions of impaired sleep, especially if this time on devices is used for social media or surfing the internet. Chronotype does not account for the associations between screen media and sleep and can be used to identify children who may be particularly susceptible to the effects of screen media on sleep.",Social Media and Mental Health
28,DOES SOCIAL MEDIA USE MAKE PEOPLE MORE ANGRY OR AFFECTIVELY POLARIZED? ,SOCIAL MEDIA USE MAKES PEOPLE MORE ANGRY OR AFFECTIVELY POLARIZED,INCONCLUSIVE,rId73,https://doi.org/10.1016/j.tele.2017.11.005,"Lee, Shin, & Hong (2018).",https://doi.org/10.1016/j.tele.2017.11.005,,"Abstract: To help inform the debate over whether social media is related to political polarization, we investigated the effects of social media use on changes in political view using panel data collected in South Korea (N=6411) between 2012 and 2016. We found that, although there were no direct effects of social media use, social media indirectly contributed to polarization through increased political engagement. Those who actively used social network sites were more likely to engage in political processes, which led them to develop more extreme political attitudes over time than those who did not use social network sites. In particular, we observed a clear trend toward a more liberal direction among both politically INCONCLUSIVE users and moderately liberal users. In this study, we highlight the role of social media in activating political participation, which eventually pushes the users toward the ideological poles. The implications of these findings are discussed.",Social Media and Political Dysfunction
58,IS THERE AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES?,THERE IS AN ASSOCIATION BETWEEN SOCIAL MEDIA USE AND BAD MENTAL HEALTH OUTCOMES,ENTAIL,rId192,https://doi.org/10.1177/02654075231158300,"Anderl, Hofer, & Chen (2023).",https://doi.org/10.1177/02654075231158300,,"Previous findings on the relationship between smartphone use and well-being have been mixed. This may be partially due to a reliance on cross-sectional study designs and self-reported smartphone usage. In the current study, we collected screen time data by directly tracking participants ( N = 325, ages 1480years, 58% women) smartphone usage over a period of 6days. We combined this tracking with ecological momentary assessment, asking participants three times per day about their psychological well-being and feelings of social connectedness. Smartphone screen time was determined for the hour directly before each assessment. Results revealed that at times when participants used their smartphone more in the hour before an assessment, they reported lower psychological well-being and lower social connectedness. A bidirectional relationship emerged between smartphone screen time and social connectedness, suggesting a potential vicious cycle whereby smartphone usage leads to reduced social connectedness, which promotes more smartphone usage.",Social Media and Mental Health
145,DOES SOCIAL MEDIA DECREASE TRUST?,SOCIAL MEDIA DECREASES TRUST,CONTRADICT,rId257,https://doi.org/10.1080/13510347.2016.1202929,Placek (2017).,https://doi.org/10.1080/13510347.2016.1202929,,"Since 1989, many of the former communist countries in Central and Eastern Europe (CEE) have made the dramatic change from communist regimes to democratic nations that are integrated in the European sphere. While these sweeping changes have given rise to a successful transition to democracy unlike any the world has ever seen, there remain issues with governance as well as citizen support for the regime. While other studies have shown that mass media can influence a person's attitudes and opinions in the region, none has explored what effect social media can have on orientations toward democracy in the region. In the following paper, I build several hypotheses based on previous studies of media effects and democratic survival. I then employ survey data to empirically test whether social media increases support for democracy. The study finds that not only does using social media increase support for democracy, but also simple usage rather than information seeking provides more consistent effects on a person's support for democracy in CEE.",Social Media and Political Dysfunction
37,DOES THE USE OF VIDEO GAMES POSITIVELY IMPACT SOCIAL AND COGNITIVE DEVELOPMENT?,THE USE OF VIDEO GAMES POSITIVELY IMPACTS SOCIAL AND COGNITIVE DEVELOPMENT,ENTAIL,rId112,https://doi.org/10.1007/s00127-016-1179-6,Kovess-Masfety. & Pez. (2016).,https://doi.org/10.1007/s00127-016-1179-6,"Is time spent playing video games associated with mental health, cognitive and social skills in young children?","Video games are one of the favourite leisure activities of children; the influence on child health is usually perceived to be negative. The present study assessed the association between the amount of time spent playing video games and children mental health as well as cognitive and social skills. Data were drawn from the School Children Mental Health Europe project conducted in six European Union countries (youth ages 611, n = 3195). Child mental health was assessed by parents and teachers using the Strengths and Difficulties Questionnaire and by children themselves with the Dominic Interactive. Child video game usage was reported by the parents. Teachers evaluated academic functioning. Multivariable logistic regressions were used. 20 % of the children played video games more than 5 h per week. Factors associated with time spent playing video games included being a boy, being older, and belonging to a medium size family. Having a less educated, single, inactive, or psychologically distressed mother decreased time spent playing video games. Children living in Western European countries were significantly less likely to have high video game usage (9.66 vs 20.49 %) though this was not homogenous. Once adjusted for child age and gender, number of children, mothers age, marital status, education, employment status, psychological distress, and region, high usage was associated with 1.75 times the odds of high intellectual functioning (95 % CI 1.312.33), and 1.88 times the odds of high overall school competence (95 % CI 1.442.47). Once controlled for high usage predictors, there were no significant associations with any child self-reported or mother- or teacher-reported mental health problems. High usage was associated with decreases in peer relationship problems [OR 0.41 (0.20.86) and in prosocial deficits (0.23 (0.07, 0.81)]. Playing video games may have positive effects on young children. Understanding the mechanisms through which video game use may stimulate children should be further investigated.",Video Game Use and Adolescent Health A Collaborative Review
63,ARE THERE POSITIVE IMPACTS ASSOCIATED WITH PHONE-FREE SCHOOLS?,THERE ARE POSITIVE IMPACTS ASSOCIATED WITH PHONE-FREE SCHOOLS,ENTAIL,rId123,https://doi.org/10.3390/ijerph18041907,"Pawlowski, Nielsen, & Schmidt (2021).",https://doi.org/10.3390/ijerph18041907,A Ban on Smartphone Usage during Recess Increased Childrens Physical Activity,"School recess provides a unique opportunity for children to be active. However, many children perceive smartphones as a key barrier for engaging in physical activity during recess. The aim was to investigate if a ban on smartphone usage during recess changed childrens physical activity. During AugustOctober 2020, children from grades 47 (1014 years) at six Danish schools were banned from using their smartphones during recess for a four-week period. Questionnaire and systematic observation (SOPLAY) data were collected from 814 children before intervention (baseline) and 828 during the last week of intervention (follow-up). The mean frequency of physical activity significantly increased from baseline to follow-up (odds ratio = 1.370), as did physical activity on a moderate level (odds ratio = 1.387). Vigorous physical activity significantly decreased (odds ratio = 0.851). The increase in physical activity was found among both schools having outdoor and indoor recess, among both boys and girls, and nearly equally among grades 47. This suggests that implementing a ban on smartphone usage during recess would improve the everyday conditions for health among a broad range of schoolchildren. Future studies are needed to further investigate the association between recess physical activity and smartphone usage.",Phone-Free Schools A Collaborative Review
27,DOES THE SECULARIZATION OF SOCIETY OR RELIGIOSITY POSITIVELY EFFECT ADOLESCENT MENTAL HEALTH?,SECULARIZATION OF SOCIETY OR RELIGIOSITY POSITIVELY EFFECT ADOLESCENT MENTAL HEALTH,ENTAIL,rId104,https://doi.org/10.1007/s10943-012-9596-7,"Barton, Snider, Vazsonyi, & Cox (2014).",https://doi.org/10.1007/s10943-012-9596-7,Adolescent Religiosity as a Mediator of the Relationship Between Parental Religiosity and Adolescent Health Outcomes,"Studies have demonstrated the positive impacts of both parent and adolescent religiosity on adolescent outcomes; however, the relationships among these variable have not been studied. Our study was conducted to assess whether adolescent religiosity mediates the relationship between parent religiosity and adolescent emotional and behavioral health outcomes. A sample of 491 late adolescents ages 1822 completed surveys that assessed their parents religious practices, their own religious practices, deviant behaviors, and internalizing behaviors. Findings suggest that adolescent religiosity mediates the relationship between parents religiosity and adolescent health outcomes such as drug and alcohol use and depression.",Alternative Hypotheses to the Adolescent Mental Illness Crisis A Collaborative Review
108,DOES SOCIAL MEDIA USE AT TIME T1 EFFECT MENTAL HEALTH OUTCOMES AT TIME T2?,SOCIAL MEDIA USE AT TIME T1 EFFECTS MENTAL HEALTH OUTCOMES AT TIME T2,ENTAIL,rId263,https://link.springer.com/article/10.1007/s11482-016-9458-7,Schmiedeberg & Schroder (2017),https://doi.org/10.1007/s11482-016-9458-7,,"Given the nature of leisure as largely uncoerced and not necessary for survival it seems obvious at a first glance that leisure activities should contribute to happiness. Indeed, recent research has found positive effects of leisure activities on subjective well-being. In this article, we analyze the association between leisure activities and life satisfaction based on longitudinal data from Germany. By applying fixed-effects regression models we are able to rule out potential bias due to unobserved heterogeneity in time-constant variables. We use data from three waves of the German Family Panel (pairfam), a large, randomly sampled longitudinal study of adolescents and adults (aged 1541 across the observation period), to test the effects of five leisure activities (sports; vacation; meeting with friends; internet use; and TV viewing) on respondents life satisfaction. Our results indicate that meeting with friends, doing sports, and going on vacation contributes positively to life satisfaction whereas internet use for personal purposes and TV consumption are negatively related to life satisfaction.",Social Media and Mental Health
10,DOES EDUCATIONAL STRESS NEGATIVELY EFFECT ADOLESCENT MENTAL HEALTH?,EDUCATIONAL STRESS NEGATIVELY EFFECTS ADOLESCENT MENTAL HEALTH,ENTAIL,rId43,https://doi.org/10.1016/j.socscimed.2020.112890,"Hgberg, Strandh, & Hagquist (2020).",https://doi.org/10.1016/j.socscimed.2020.112890,Gender and secular trends in adolescent mental health over 24 years  The role of school-related stress,"Increasing levels of psychosomatic symptoms, and other mental health problems, among adolescents, and especially among girls, have been reported across various countries. The educational stressors hypothesis states that this trend can be explained by an increasing amount of stressors in the school environment. This study tests this hypothesis, using repeated cross-sectional data, between the years 19932017, from the Health Behaviours of School-aged Children (HBSC) survey. Regression and decomposition techniques are used to investigate the role of school stress for trends in psychosomatic symptoms, and for gender differences in symptoms. Results show that the effects of school stress on psychosomatic symptoms have become stronger over time, but that they can only account for a small share of the overall increase in symptoms since 1993. However, school stress has increased more among girls than among boys, and it explains about half of the growth of the gender gap in symptoms. Thus, school stress accounts for a substantial portion of the increase in symptoms for girls, but only a minor share of the increase for boys. In sum, we found weak evidence for the educational stressors hypothesis in regard to the overall trend in symptoms, but strong evidence for it in explaining the growing gender gap.",Alternative Hypotheses to the Adolescent Mental Illness Crisis A Collaborative Review
